,sentence,intent
3624,damn yet another birthday cake debacl,No Hate
3625,fucking nail popped tire two new tires put car days ago wtf literally worst luck,No Hate
3626,pain ass,Hate
3627,hell yes wait,No Hate
3628,mom stay sneak dissing racist ass comments idk got dad racist anyway,No Hate
3629,damn looking good,No Hate
3630,oh piss fuck sometim,Hate
3631,really worked ass sat ass judging something productive made say,No Hate
3632,chef got tied shit fucking w,No Hate
3633,love watching laugh ass always watch first thing morning go b,No Hate
3634,fuck might still go work today malls slack,No Hate
3635,hollerin god man would thought god nigga god,No Hate
3636,hell gonna pop tarts fish good question guy food network good quest,No Hate
3637,damn wish played tennis wel,No Hate
3638,thats shit,No Hate
3639,hate fucking life fucking hate people belligerently bullying friends thank,Hate
3640,pm feels like wake shit,No Hate
3641,shaking sick aching pissed hell rath,No Hate
3642,hillary spot made bit teary damn hillary clinton damn happy inclusive upbeat america,Hate
3643,hate people say baseball easy like bitch u play full games every position try hitting ball coming mph,No Hate
3644,thesis project causing much anxiety top shit go,No Hate
3645,right bitch saved ass reptiles rogues much fancy strategi,No Hate
3646,good compile stupid shit,No Hate
3647,oh hell another jury summons time help oppressed stick man,No Hate
3648,bitch ion believe god stupid hoe im weak,No Hate
3649,give hell turn heads gonna live life till weu dead,No Hate
3650,agreed worst call game peyton pissed got gam,No Hate
3651,fuck look like hoe look like yes look lik,No Hate
3652,hey betch,No Hate
3653,set aside trump bernie politician hell inspires people wo,No Hate
3654,ok kinda hate disney tbh pixar fan thought shrek toy story shit kid,No Hate
3655,usually pretty happy person shit making difficult,No Hate
3656,doctor dont know shit dud,Hate
3657,fuck niggas like ride dick like bike rockemboy new nam,Hate
3658,damn really wish could let score anymor,No Hate
3659,fuck outta wishy washi,No Hate
3660,really try stay positive open minded dudes life keeps dicks li,Hate
3661,fuuuuuuck something need tomorrow cant remember either let remember everything forget everyth,No Hate
3662,well geez know politicians ho dogs gotta elect best ho,No Hate
3663,sounds kick ass,No Hate
3664,end day cause nigga u blame yesss preach,No Hate
3665,hate sleeping sunday away damn need,No Hate
3666,finally got sorted website clusterfuck swear,Hate
3667,mini put shoulder saying stay positive ya faggot whenever sad would nic,No Hate
3668,buy happiness cupcakes practically th,No Hate
3669,yes anyone asshole entitlement road meant cars uniqu,No Hate
3670,shit always happen esports c,No Hate
3671,coke dealers take blowjobs payment going broke like shit caught rock hard plac,No Hate
3672,know high five talkin shit tcha cunt road,Hate
3673,people behind us gross chose another movie little ho,No Hate
3674,wanna go skool gt shit,No Hate
3675,omg definitely jon bitch peopl,No Hate
3676,mcmath beast mode damn philly keep,Hate
3677,bullshit time facebook twitter time workout time making tim,Hate
3678,ill beat ass,Hate
3679,hell crate lock meannnn leave yr computer lol jk,No Hate
3680,im going shit swear,No Hate
3681,driving train hel,No Hate
3682,dick move ampablo thought would appreci,Hate
3683,oh yeah sorry problems insta changing setting whole random message shit happen,No Hate
3684,also called hot shit lol,No Hate
3685,fucking mushrooms tasteless spor,No Hate
3686,beer barbeque lakers hell yeah friday night,No Hate
3687,innocently scrolling twitter see something job fuck,Hate
3688,number new shit netflix watch,No Hate
3689,bruins may shit right least pats training camp starts month,No Hate
3690,fescoe damn auto correct,No Hate
3691,cannot fucking believe defend tammy lahren via tami got fired pro choic,No Hate
3692,live hel,No Hate
3693,instagram lunch time hell us supposed know friends,No Hate
3694,minute ipa shows reno nv today st time years hell broken loose trying obtain,No Hate
3695,hot damn way go y,No Hate
3696,miss one day algebra come back good hunting shit,No Hate
3697,husband sends weirdest shit,No Hate
3698,call jacob lil shit lot,No Hate
3699,r smite hates got fucked priorities upvotes guan linked loki loki guid,No Hate
3700,hell diapers wizard,No Hate
3701,happpy birthday bitch ass doesnt help still love yew kinda,No Hate
3702,damn smith hall cold,Hate
3703,happpy birthday bitch ass doesnt help still love yew kinda,No Hate
3704,life better get shit together im tired getting rotten lemon,No Hate
3705,jones could gave us td fucking penalties killing us,No Hate
3706,moment bitch ass professor oak tells ash choose one three pokemon knows damn well already taken,Hate
3707,team single bitch beast,No Hate
3708,quit talking ass bullshit,Hate
3709,whore cha cha tweet think time best,Hate
3710,piles shit get together october though one thing tim,No Hate
3711,lover b tch yous fin,No Hate
3712,see face hope gives hel,Hate
3713,big fan great dane hell pga cup,No Hate
3714,tiring daily bullshit r,No Hate
3715,dream cracked iphone honestly scariest shit,No Hate
3716,hell retarded actually scammed hundreds people outta money,No Hate
3717,ridiculous facts poop make sh p,No Hate
3718,keep saying corrected issue mercy getting gold kills fuckin,No Hate
3719,damn online bookstores misrepresenting stock order book funds week,No Hate
3720,idk problem damn attitude gettin nerv,No Hate
3721,fuck handful fuck hands ful,No Hate
3722,u straight pussy ass nigga run amp hide fuck boy,Hate
3723,im sorry twat say cunt,Hate
3724,celtics fuckin death extra turnt ass whoopin,No Hate
3725,wish hell week see let get bob evans amp,No Hate
3726,dont like girls becuz girls like dicks thats gay,Hate
3727,one day bitch gonna talk shit wrong person run ur fucking mouth dont know stop,No Hate
3728,mygawd faking hate lyf mich bllsht types shit rants shit fak,No Hate
3729,learned stop putting time energy shit benefit way,No Hate
3730,plan hoe life never occurred runs risk treated like on,Hate
3731,touche thing really pissed name wasnt mary jan,No Hate
3732,think white terrorist shot las vegas ps shut fuck,Hate
3733,walaaa magic u c sweezy bitch parkinglot lee magic bad bitches gottem outta magicu,No Hate
3734,hs students tell popular kids stop dicks odd kids ones understand,No Hate
3735,gets motivated make music sets hour voice sounds like shit haah good,No Hate
3736,first time drove coming bengaluru round trip mysuru kms outside city chill kms city mind fuck,No Hate
3737,says ghosts angry piss,No Hate
3738,watching know load truck almost shit laughter los,No Hate
3739,noticed tattoo damn lov,No Hate
3740,niggas really got nerve lol also talking ass know,Hate
3741,best fans critics kind bullshit tend understand film critics go,Hate
3742,rain cool tone fuck,No Hate
3743,treat people like shit expect lov,No Hate
3744,dude da right thing mind smashed cruz races ass folk,No Hate
3745,know way passe friday asshole rebecca black like music hate deserve vitriol,Hate
3746,maybe get shit together countries profit drug money take seri,No Hate
3747,tired fuck shit,No Hate
3748,one gives fuck venting twitt,No Hate
3749,payment situation like exactly numbers creepy sucks serous ass,No Hate
3750,time looked fuck,No Hate
3751,atc fucking student loans ruining life haha,No Hate
3752,good thing ken pretty cause damn idiot,No Hate
3753,oh take fucking ridicul,No Hate
3754,borrow yasss bitch,No Hate
3755,yasssssssss hell naw,No Hate
3756,lmao nothing beats group guys literally following around neighborhood like piss,Hate
3757,cutting people sucks hey shit happens gotta best,No Hate
3758,boss irks shit first thing still work day,No Hate
3759,ahh first day new job face yes pimples ready pimples face damn,No Hate
3760,bottle service miami fuck wit,No Hate
3761,point wants send anything problems karma gettin bitchi,No Hate
3762,awkward moment girl talks shit sits next,No Hate
3763,however already call bullshit relatives explain fine qualify everyon,No Hate
3764,amy stopping dandy house long enough sign amanda book give hel,No Hate
3765,sorry immortalis tweets deleting spam shit everyone annoys prolly everyone els,No Hate
3766,full shit,Hate
3767,hell yeah z e r point,No Hate
3768,remember story hbo brought xbox guy develop something house fuck,No Hate
3769,hour power interruption tomorrow pm hell gotta recharge everything might read book day,No Hate
3770,people complicating life damn live keep g nigga ha,No Hate
3771,wait see hell wheel,No Hate
3772,global warming frozen ass,No Hate
3773,streaming hours pm pt come hang fucked friday get f try play merc f,No Hate
3774,condescending idiotic pieces trash everyone else actually work get paid hel,No Hate
3775,allowed write hell lot people stori,No Hate
3776,another case gop senator know ass elbow,Hate
3777,f cking delusional wayne lapierre shows face tv twitter pounds vegas death,No Hate
3778,sorry tweet really enough aw self righteous bullshit man ruin,Hate
3779,favorited video asian kid dick funny end,Hate
3780,cool shit,No Hate
3781,go hell insomnia,No Hate
3782,weak ass frat niggas bra disrespectful bra,Hate
3783,somehow fallen donnie darko universe somebody shoot fucking bunny eye get shit straighten,No Hate
3784,bitch,No Hate
3785,get hell yeah,No Hate
3786,one person say damn daniel,No Hate
3787,ya hel,Hate
3788,got cursed called friend moving minutes away another get mad calling bullshit facebook,No Hate
3789,mobile writing manual fuck internet via,No Hate
3790,dolphinproject photo sons bitches need taiji,No Hate
3791,wear bandana eyeblack smeared face overcast storming bad ass,No Hate
3792,trying hard keep shit together l,No Hate
3793,fuck utah loll come back already know much easier would stupid shit car xd,No Hate
3794,talking cats got excited pussi,No Hate
3795,people offended calling old fart read tweets people beg call bitch,No Hate
3796,isco modric ronaldo benzema bale james kroos xabi alonso illaramendi jese guys shit,Hate
3797,everyday grows new reason fuck w nigga,No Hate
3798,religion degree nutshell points moses points paul fuck,Hate
3799,calling say love obama gonna miss ya like hel,No Hate
3800,hate tell siri set alarm makes joke abt early get b tch,No Hate
3801,u like way something shut hell ur self u understand leave alon,Hate
3802,paul ryan favor means really fucks american,No Hate
3803,gotta download porn phone net neutrality shit come cause refuse pay boy imag,No Hate
3804,see house spider season loads raid cannon see hell jerk,No Hate
3805,lj big pain ass right tired deal reply later ok mianha,No Hate
3806,b tch gave video cash act like found gave thats investigative journalist,No Hate
3807,fucks given,No Hate
3808,ampablo wop point right,No Hate
3809,headache came straight gates hel,No Hate
3810,fuckin irritated taxi shit wish could go sleep,No Hate
3811,plan fucked since jump street,No Hate
3812,watching story sherlock holmes oeta thats one bad sum bitch homey,No Hate
3813,afraid shit,No Hate
3814,many unsubscribe attempts take stop getting spam want shitty iphone accessori,Hate
3815,talk lot shit self growth maturity go back making dumbass decisions high school smh,Hate
3816,happy national kitty day soft kitty mine love leo even though little shit,Hate
3817,holy fuck tired brain h,No Hate
3818,thinking last week episode see twice episode damn foreshadow j k xd,No Hate
3819,first shit night,No Hate
3820,bitch imshook,No Hate
3821,actually take care phone randomly stops working im pissed poem,No Hate
3822,paper suck dick,Hate
3823,chance said f ck suit lov,No Hate
3824,days watching review custom enhancer drops ordered shiz,No Hate
3825,nightmare asshat fans prove wrong stay humble asshat suit wel,Hate
3826,west last goddamn time put grades powerschool days since promise brok,No Hate
3827,put soul shit,No Hate
3828,showing year making tv tommorow like wtf,No Hate
3829,cat attention whor,No Hate
3830,playing bitch dab via,No Hate
3831,friend tags friends shit facebook,No Hate
