,sentence,intent
8660,without knowing judg,No Hate
8662,meters tall pass norwegian danish guy,Hate
8663,plus tens thousands relatives get stay,No Hate
8664,read one suspects blond another article described pale youngst,No Hate
8665,ethnic crim,No Hate
8666,blacks browns detroying sweden nobody anything madex madex madex,No Hate
8667,maybe centre spent money buying nogger black ice cream keep people away seeing awful racist product,No Hate
8668,means muddy bay,No Hate
8669,everything one section one would able follow anything already hect,No Hate
8670,one sign living small town must local library one book nordic languages pages thin publish,Hate
8671,course sucks perhaps left winged government throw money away immigrants aid african countri,Hate
8672,det er forresten en ting til rkneyjar vil si deg tack mycket,No Hate
8673,pretty sure tens billions sent abroad every year even though stays sweden,No Hate
8674,think free healthcare free education given citizen country undesir,No Hate
8675,let see get zero,No Hate
8676,denmark assuming population million good job denmark,No Hate
8677,sure,No Hate
8678,blacks saw somalies cross mix black arab,No Hate
8679,far seen n,No Hate
8680,think anyone wants give swedish welfare state enemy sweden certainly nationalist,No Hate
8681,providing finland n kick ass throw overboard coming go,Hate
8682,immortal gorgoroth ancient emperor einherjer thorns swe naglfar bathory setherial dawn aeternum sacramentum fin impaled nazarene argath demon child never liked darkthrone burzum interesting stori,Hate
8683,way go,No Hate
8684,shocking similiar incident boy england recently killed muslims wearing england shirt,No Hate
8685,one ever asked opinion someone said n know soul country well maybe president wants turkey eu,No Hate
8686,seen web making new horror film called waits cant find much,No Hate
8687,claim would like go back home one day years finland longer wish,No Hate
8688,said chose name proud crossbreed,No Hate
8689,strange people ca n see problem,No Hate
8690,accidentally pushed button n know,No Hate
8691,going next year n sound half bad,No Hate
8692,tears eyes laughing hard hilarious theoden,No Hate
8694,people like face represents filth islam,No Hate
8695,message vanish,No Hate
8696,unless looking wrong pictures ari looks white crown prince looks nordic wif,No Hate
8697,gone,No Hate
8698,heard ajattara barth,No Hate
8699,one day brother one day,No Hate
8700,afraid son might come find drunk bar years later try kill someth,No Hate
8701,artid suspected warcrimes seeks asylum norway chechen wanted warcrimes lebanese suspected warcrimes lives asylum reception center norway famili,No Hate
8702,lebanese one massacre sabra shattila direction juden state israel,No Hate
8703,tall lassigi,No Hate
8704,jag har inte sjlv varit med ngon gng men jag har stor respekt fr de som deltar,No Hate
8705,others go,No Hate
8706,trying kil,No Hate
8707,title white nationalist com read white nationalist compani,No Hate
8708,eldritch went early harbour boats cancelled account rough weath,No Hate
8709,personally think nordic royalities marry nordic germanic people although n watch tv nothing mary australian,No Hate
8710,mistenkt krigsforbrytelser sker asyl norge en tsjetsjener etterskt terrorhandlinger og en libaneser mistenkt ha begtt krigsforbrytelser bor p asylmottak norge med sine famili,No Hate
8711,read earlier posts see still lots non whites coming denmark,No Hate
8712,figure taken quickresponse organisation sweden task watch rascist organisations sweden,No Hate
8713,see grandma hair looked like years ago,No Hate
8714,odd,No Hate
8715,honest dont think muslim killed thought swedish boy looked like racist probably excus,No Hate
8716,real shocking realy upset afterward,No Hate
8717,predictions forecast around,Hate
8718,thought agreed salem march year parents want media attent,No Hate
8719,britain,No Hate
8721,nargaroth day burzum killed mayhem heheh either though shrug scandinavia really black metal heaven many great bands outside pride countri,Hate
8722,perfectly normal white names next try leida f kulla alma f ege rta f epp endla f arno tiiu f ikevald piibe f reet rnno ikevald mean,No Hate
8723,import food export,No Hate
8724,prince married asian freak imagine half half kids growing trying marry royal famili,No Hate
8725,must something soon,No Hate
8726,saw friday thats right impression believe on,No Hate
8727,maybe try red harvest berzerker mistress,No Hate
8728,honest frightens living hell outta,No Hate
8729,never heard guess would based amount food country produc,No Hate
8730,possibl,No Hate
8731,blame school ethicts multicult loving teachers saving many pupils fear enught,No Hate
8732,looks like friend krekar winning lots votes anti immigrant parties norway upcoming elect,No Hate
8733,could see rest adverts campaign supossed fun one black man another purpos,No Hate
8734,government judging granted permanent resid,No Hate
8735,n dare look,Hate
8736,well misery hope help cm mm mm cm mm cm start calcul,No Hate
8737,thanks tip rock really macth taste go check anyway know,Hate
8738,myndighetene vurderer n om de skal f permanent oppholdstillatels,Hate
8739,agency designed advert calle milmilk milk leche spanish milleches street dogs mixed different races called spanish,No Hate
8740,susan,No Hate
8741,asked figured would eithre wee we,No Hate
8742,relatively new band finland lyrics suomi,Hate
8743,telling something swedes done right,Hate
8744,looks like dennys list,No Hate
8745,anybody pointed finland n part scandinavia yet hur gick det finnkampen vet ni det,Hate
8746,stormfront shown tv made join sit,No Hate
8747,damn finland closing sweden pol,No Hate
8748,would like get leaflets printed distribute sadly got fund,No Hate
8749,even shown n bad light would hope would bring lots new members time come show non white races take much rais,No Hate
8750,somene telling somewhere put claim abused orphanage one religious ord,No Hate
8751,aragorn,No Hate
8752,likely moving belfast,No Hate
8754,n need scum,No Hate
8755,god bless,No Hate
8756,anyone else heard,No Hate
8757,multiculturism trojan horse multiculturalism fraud sham ripping western nations social fabric shr,No Hate
8758,piece deserves shot,No Hate
8759,aw going send money back niglet family nigeria,No Hate
8760,heard back,No Hate
8761,suomalainen totta kai,No Hate
8762,wolf,No Hate
8763,fun way,No Hate
8764,cannot understand someone wanting risk losing lives limbs halfway around world conflict concern ireland,No Hate
8765,letting creatures flow openly air sea ports performing much background test,No Hate
8766,planning ireland within next year,No Hate
8767,wish know actions swedes taking exactly invading rac,No Hate
8768,please tell actions gener,No Hate
8769,wife favorite place ireland kingdom cloghane village connor pub hope place n invad,No Hate
8770,likely afraid marry deal snotty gi jane dyke dragged court kids house taken years lat,No Hate
8771,know polite come n li,No Hate
8772,get,Hate
8773,matter time become hell hole like sweden uk,No Hate
8774,funny cant send someone get pics called nazi gang attacking people city centre sounds like hype nonsens,Hate
8775,jag kollade int,No Hate
8776,right mainstream,No Hate
8777,according dup northern ireland minister nelson mccausland northern ireland minister calls ulster museum promote creationism politics guardian hmm,No Hate
8778,two photos phone n know upload mo,No Hate
8779,hope n mind irish american skin joining rank,Hate
8780,music right art go perfect opinion,No Hate
8781,suggest locals get behinds lets traitors know anti white festival welcome town,No Hate
8782,chechen beast one committed killing name allah russian brothers like theater moskva,No Hate
8783,well im town every day never come accross probably group five year olds drinking day piss laugh organised group n sound smart,No Hate
8784,could debate nigerian woman pity listening good laugh listening person trying hold civilised convers,No Hate
8785,many people adopt kids capable making pure white children,No Hate
8786,cant seem find abouts site get thing football hooligan,No Hate
8790,may put away good,No Hate
8791,time willing sacrifice fight ireland fight defend ireland,No Hate
8793,would love two minutes alone room whatever brains faggots came advertis,No Hate
8794,aoh legend,No Hate
8795,would hate live dublin foreign,No Hate
8796,welcome anyway ugric warspirit,No Hate
8797,islam compatible way life green pleasant isle irish people white christian ff,No Hate
