,sentence,intent
24444,ordering lunch work delivered n like ppl goin n n one wit card n ho gonna say,Offensive
24445,mad live world whitey go jail word folks wear right hats amp tshis wore shi,Neither
24446,call song bird gener,Neither
24447,cunt go get amber leaf papers cani arsed walking nisa,Offensive
24448,guy said wearing leggings laughed called fag jeggings asshol,Offensive
24449,kid angry birds costume bumped fell making something else fall something else wobbl,Neither
24450,prude bitch unfollwed show ur ugly fac,Offensive
24451,rich pussy bullshit rich problem idea independent film,Offensive
24452,somebody put sticker dogs cheek bitch,Offensive
24453,somebody take oreos away eat whole pack,Neither
24454,someone called someone bitch ass nigga black op,Offensive
24455,someones clearly stinky ass bean,Hate
24456,sometimes like wow bitch audacity talk shit look life look min,Offensive
24457,son bitch hope get e bola ride harley sturgi,Offensive
24458,soon u get pt wonder go hard hoes bitches shit smh,Offensive
24459,sorry fucking bitches hella ici,Offensive
24460,sorry wrong bitch,Offensive
24461,spoiled fucking bitches get whatever want need step evaluate l,Offensive
24462,sprayed da vee wit peppermint oil hopefully dat fuckin spider leaves dies hope dat bitch dying slow right,Offensive
24463,spring break bitch,Offensive
24464,stance socks trash,Neither
24465,steph curry looked like little bitch gettin handled like rag doll lmfaooo,Offensive
24466,stfu redneck white trash head ass,Offensive
24467,still got hoes tho,Offensive
24468,still trash,Offensive
24469,stinky ho,Offensive
24470,stroking otha niggas hoe hobbi,Offensive
24471,stuffed like oreo,Offensive
24472,stupid ass ho,Offensive
24473,stupid bitch,Offensive
24474,stupid bitch count h get phon,Offensive
24475,stupid cunt,Offensive
24476,stupid fucking metal bird,Offensive
24477,stupid loose pussyed bitch,Hate
24478,stupid teacher talks like retard,Neither
24479,sucker oreo,Neither
24480,sup bitch,Offensive
24481,swat twat,Offensive
24482,sweet jesus beleiber look bitch nigga tho,Offensive
24483,talk morning hoes rappers damn yall talk shit everyday,Offensive
24484,talking crazy internet thing person try buddy buddy later faggot fuck,Hate
24485,tears  call sweetie fucking retard,Offensive
24486,teeth make break person could yellow teeth immediately drop,Neither
24487,tell nick cannon bout invite wiz wild n hit wit fucked bitch diss haha,Offensive
24488,tell hating niggah stfu,Hate
24489,thank god fob didnt come back shitty arena tour yearsforfobandiallgotwasthisshittyarena sykeee,Offensive
24490,thanks follow may fan guys one best broadcast,Neither
24491,bitch flawless af,Offensive
24492,bitch looked wierd,Offensive
24493,bitch treat tule lik,Offensive
24494,finger face pose bitches days like chick wanna see lip,Offensive
24495,ho said got regist,Offensive
24496,hoe aint anymor,Offensive
24497,hoe love hoe mess around,Offensive
24498,nicer easier hu bitch,Offensive
24499,lil bitch released exclusive shower photos nigga,Offensive
24500,pussy wet calling rain,Offensive
24501,trying mature subject kind fucking pussies bitch satirical tweet asian,Offensive
24502,would stunt crossed water dressed dead man teabagger sheriff friend watch,Neither
24503,thats top pop im dogs like stewie griffin bitches hear like ooh rippin,Offensive
24504,tna watching bad even mock live tweet,Offensive
24505,hitman holla vs charlie clips match bittersweet shit gonna cold cus hitman holla gonna work last battl,Offensive
24506,bae gettin nips pierc,Offensive
24507,big lips ad bitch,Offensive
24508,bird aim dream,Neither
24509,birds tonight,Neither
24510,bitch loudly cheering netherlands rosa mexicano seem value lif,Offensive
24511,bitch mob bad health,Offensive
24512,craziest hos reason tv hands teirra marie however ghetto way spell siah cute ass girl,Offensive
24513,devils sending workers get lately pussy fuck boy try harder let em throw ssss,Offensive
24514,fact soulja boy dif reality shows wit dif bitch,Offensive
24515,gullible ones  people go college intentions hoe k,Offensive
24516,jews gon laughin nigga judgement day see ugly bitch,Offensive
24517,microwave work broken ghetto ass put hamburger patty toaster warm,Offensive
24518,mom acts like bitch doe like ok ur losing ur memory cunt ur daught,Offensive
24519,niggas twitter like eat pussy yada yada niggas sti shit,Offensive
24520,place ever ask drive rave shows fucking bitch,Offensive
24521,opening donatella inspires wake baddest bitch know every day thank,Offensive
24522,rams really dont wanna trash jeff fisher really bout,Neither
24523,receptionist im always forced talk racist cunt called error said call mins noth,Hate
24524,sassy clerk post office curious getting packages japan bitch buyin toy,Offensive
24525,seamstress gon mob action bitch u meaningless da crew,Offensive
24526,things bitch smh,Offensive
24527,train station harry trash eurostar refunded whole trip paris bc train accid,Neither
24528,trash wheel twitter googly ey,Neither
24529,type pipe put rhianna sleepexcuse bitch mind week,Offensive
24530,bitches good lmao,Offensive
24531,jants clutch bedtime tho,Neither
24532,yall tweet trusting hoes like shit common sense alreadi,Offensive
24533,one unpregnant bitch world anymore smh,Offensive
24534,bird back balcony dead sadness reflected fragility life put bag threw trash,Neither
24535,people house yelling pls god give strength beat bitch,Offensive
24536,always dumb twitter hoe comes spos hope floyd beat mayweather hope new orleans beat saint,Offensive
24537,bitches act local think glob,Offensive
24538,bitches wasting time ungrateful nigga,Offensive
24539,bitches climb climb,Offensive
24540,bitches running tricks pimping barely catching attent,Offensive
24541,bitches need called sorri,Offensive
24542,bitches singing song tho,Offensive
24543,hoe,Offensive
24544,hoes loyal n niggas either fuck ah bitch get ah bird,Offensive
24545,hoes lying us nigga,Offensive
24546,hoes bout prosper cinegram,Offensive
24547,hoes give shame could see cherry stems fucking street,Offensive
24548,hos really hatin draya fine ass,Offensive
24549,judges gon try amp hoe floyd show last round,Offensive
24550,niggas bitchin tell em suck sumn bitches see vision tell em fuck sumn,Offensive
24551,pussy ass niggas bout lif,Offensive
24552,blame alchohol claim truth come drunk defend hoe hoe backward ass mofo,Offensive
24553,gotta sell ugliness ugly bitches stuck like bish,Offensive
24554,made put basketball shos look like confused dyke mosh warrior,Offensive
24555,probably hate even look white technically poc white hair double crack,Offensive
24556,say going hard rest ya eyes amp like bitch never seen ben franklin sleep,Offensive
24557,shot another monkey lmaooooooooooo,Hate
24558,playing charlie strong soft run score mentality playing guy,Neither
24559,working bill prevent retards voting knew retards could vote things staing make sens,Hate
24560,think change doctor advocate cunt goes ment,Offensive
24561,third pay keyboards ios trash,Neither
24562,thirsty ass bitches shit dat ion lik,Offensive
24563,bitch,Offensive
24564,bitch bad firebird shit even drop yet,Offensive
24565,bitch weird knows much,Offensive
24566,bitch winning popcorn josh,Offensive
24567,bitch said id suck dick legal cat,Offensive
24568,bitch need wake asap lol,Offensive
24569,bitch said bookie spend night week wait got fucked lol,Offensive
24570,bitch sounds like gettin raped cats lmfaoo fuckkkk closing window whore cat,Offensive
24571,bitch think care tal,Offensive
24572,bitch lol,Offensive
24573,could last breathi take time cause go way came inright pussy nothin mind,Offensive
24574,fat bitch preaching like many fat lazy people seen mirror wtf,Offensive
24575,guy singing negro spirituals n shit,Offensive
24576,guy biggest faggot omfg,Hate
24577,hair screams bitch,Offensive
24578,ho lifetime cray,Offensive
24579,love bird,Neither
24580,lady probably like fuck bitch listen,Offensive
24581,movie actually good cuz retard,Neither
24582,nigga fucking bitch svsu rj b waiting car minut,Offensive
24583,one bitch dont feel henny dont really kill pain more,Offensive
24584,pay goin chain bad bitch,Offensive
24585,shit trash lol,Offensive
24586,show trash   queen latifah show,Neither
24587,one  hoes dont wantin ya nigga want ya happiness thinkin gone u silly ho,Offensive
24588,ugly bitch need get new name tho look like much followers zodiac killer bitch,Offensive
24589,need bitch,Offensive
24590,random kids sit plaza day shitty car,Offensive
24591,thot ho,Offensive
24592,thugga let ur bitch suck em rent,Offensive
24593,thus bitch looks like lindsay lohan gets like lindsay lohan,Offensive
24594,timbs straight trash though,Neither
24595,time sta army ho,Offensive
24596,niggas cheat bad bitches bc think get bad bitches one girl give em big ass ego,Offensive
24597,today sta breaking new pair docs mercy sol,Neither
24598,today friend taught hood slang said fuck nigga nigga bitch fuck boy nigga bruh,Offensive
24599,tom ford probably fucking ho,Offensive
24600,bad ur pussi,Offensive
24601,many bitches enough adult,Offensive
24602,many grown man worryin friendzone yall got priorities fucked nig,Offensive
24603,top layer trash,Neither
24604,top notch hoes get less,Offensive
24605,trash  easily real gs move n silence like lasagna line   wit wayne line went niggas head,Offensive
24606,trash  notorious b g son cj wallace rap watch amp vot,Neither
24607,trash af,Neither
24608,trash ways lol  bitch killed look like bill maher makeup,Offensive
24609,trash,Neither
24610,trash night tonight already hear sound america thriving economic sector street four wheels one wobbl,Neither
24611,trash show,Neither
24612,tricking ya paper wat u gotta learn game make dat hoe buy u,Offensive
24613,triple fudge brownie chunk ice cream,Neither
24614,triple nipple ass ho,Offensive
24615,trust set alpha good maybe better setting visibility false fly silver bird,Neither
24616,tryna get grey call work bitch lol,Offensive
24617,turns ex boss called pussy lasted week day call anything touch anymor,Offensive
24618,type bitch make u take dates give u da pussya shit weak damn,Offensive
24619,u ho,Offensive
24620,u stupid ho,Offensive
24621,u tell yo bitch yung rich homi,Offensive
24622,u ho u hot really like way u keep te flow natur,Neither
24623,u know came stunt drop pussy bitch,Offensive
24624,u know u watch much gay porn u refer boy butts man ass boy pussy bc head,Offensive
24625,u lucky holdin back bitch,Offensive
24626,u sent nudes ina relationship nah pussy bleeding nah,Offensive
24627,u wit bitch,Offensive
24628,u stupid bitch,Offensive
24629,u nigga  idea random jiggas knowing name work smh,Offensive
24630,u want cookie tomorrow bitch,Offensive
24631,u bitch u,Offensive
24632,ugh bitch name leath,Offensive
24633,ugly ho,Offensive
24634,windoowww bleaching teeth smiling flash talking trash breath,Neither
24635,ur trash,Offensive
24636,versace bird feed,Neither
24637,waaaaay many niggas comfoable wit dressing like ugly bitches ig likes post,Offensive
24638,wack bitches make curv,Offensive
24639,walking dead gonna trash season,Neither
24640,walking st girl guy past girl says bout turn dyke ctfuu class,Offensive
24641,wallah fucking hate fuckin mexican bitch much,Offensive
24642,wanna make boss happy bitch talk nasti,Offensive
24643,want catch attention niggah throw dolla sign,Offensive
24644,informed crunk dead ho lol okay sur,Offensive
24645,watch foul hoes flagrant nigga,Offensive
24646,went much shit together miss bitch,Offensive
24647,dem bird,Neither
24648,pay hoes save ho,Offensive
24649,turn turn wheres bitch,Offensive
24650,live world drake steal hoes make fun shit crazi,Offensive
24651,need pile hoes back ross car,Offensive
24652,ont get head hoes wit overbit,Offensive
24653,wearing pajamas tonight da gook udigg grey day,Neither
24654,weeknd makes songs ho,Offensive
24655,well bitch,Offensive
24656,well want victoria secret dyke angel,Offensive
24657,gunna shake honkey tonk badonkadonk,Neither
24658,broke niggah gone tel,Offensive
24659,clam sham,Neither
24660,hoe,Offensive
24661,little bitch lol,Offensive
24662,retard lol,Offensive
24663,clearly stating masses pussy shared girl send dat pussy shark,Offensive
24664,ear hus like bitch,Offensive
